,album_name,track_name,artist,featuring,spotify_album,duration_ms,explicit,danceability,energy,loudness,acousticness,instrumentalness,valence,tempo,key,mode,key_name,mode_name,key_mode
318,THE TORTURED POETS DEPARTMENT,Peter,Taylor Swift,,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,283957.0,False,0.43,0.32,0.21,0.96,0.75,0.77,132.51,0.0,1.0,C,major,C major
319,THE TORTURED POETS DEPARTMENT,The Bolter,Taylor Swift,,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,238241.0,True,0.4,0.31,0.29,0.97,0.76,0.76,92.29,0.0,1.0,C,major,C major
320,THE TORTURED POETS DEPARTMENT,Robin,Taylor Swift,,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,240893.0,False,0.44,0.27,0.37,0.98,0.78,0.65,136.0,4.0,1.0,E,major,E major
321,THE TORTURED POETS DEPARTMENT,The Manuscript,Taylor Swift,,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,224743.0,False,0.39,0.28,0.3,0.98,0.77,0.68,95.7,5.0,1.0,F,major,F major
322,The Life of a Showgirl,The Fate Of Ophelia,Taylor Swift,,The Life of a Showgirl,226073.0,False,0.58,0.31,0.28,0.97,0.76,0.49,123.05,9.0,0.0,A,minor,A minor
323,The Life of a Showgirl,Elizabeth Taylor,Taylor Swift,,The Life of a Showgirl,208291.0,False,0.57,0.33,0.24,0.97,0.75,0.8,166.71,2.0,1.0,D,major,D major
324,The Life of a Showgirl,Opalite,Taylor Swift,,The Life of a Showgirl,235355.0,False,0.59,0.33,0.26,0.96,0.76,0.8,126.05,9.0,1.0,A,major,A major
325,The Life of a Showgirl,Father Figure,Taylor Swift,,The Life of a Showgirl,212777.0,True,0.49,0.31,0.3,0.97,0.77,0.77,92.29,9.0,1.0,A,major,A major
326,The Life of a Showgirl,Eldest Daughter,Taylor Swift,,The Life of a Showgirl,246356.0,True,0.52,0.32,0.3,0.95,0.77,0.8,152.0,7.0,1.0,G,major,G major
327,The Life of a Showgirl,Ruin The Friendship,Taylor Swift,,The Life of a Showgirl,220564.0,False,0.49,0.31,0.3,0.97,0.77,0.8,156.61,7.0,1.0,G,major,G major
328,The Life of a Showgirl,Actually Romantic,Taylor Swift,,The Life of a Showgirl,163699.0,True,0.41,0.31,0.28,0.96,0.77,0.48,84.72,4.0,0.0,E,minor,E minor
329,The Life of a Showgirl,Wi$h Li$t,Taylor Swift,,The Life of a Showgirl,207349.0,True,0.52,0.28,0.37,0.97,0.78,0.75,152.0,0.0,1.0,C,major,C major
330,The Life of a Showgirl,Wood,Taylor Swift,,The Life of a Showgirl,150517.0,True,0.46,0.3,0.32,0.96,0.78,0.48,99.38,7.0,0.0,G,minor,G minor
331,The Life of a Showgirl,CANCELLED!,Taylor Swift,,The Life of a Showgirl,211498.0,True,0.46,0.3,0.31,0.97,0.77,0.76,89.1,9.0,1.0,A,major,A major
332,The Life of a Showgirl,Honey,Taylor Swift,,The Life of a Showgirl,181534.0,True,0.57,0.3,0.32,0.97,0.77,0.8,161.5,2.0,1.0,D,major,D major
333,The Life of a Showgirl,The Life Of A Showgirl,Taylor Swift,Sabrina Carpenter,The Life of a Showgirl,241766.0,True,0.56,0.3,0.3,0.97,0.76,0.8,172.27,7.0,1.0,G,major,G major
334,Midnights,You're Losing Me (From The Vault),Taylor Swift,,You're Losing Me (From The Vault),277831.0,False,0.41,0.25,0.46,0.98,0.8,0.66,103.36,0.0,1.0,C,major,C major
335,,All Of The Girls You Loved Before,Taylor Swift,,All Of The Girls You Loved Before,221407.0,False,0.43,0.27,0.36,0.98,0.78,0.68,95.7,2.0,1.0,D,major,D major
336,,American Girl,,,,,,,,,,,,,,,,,
337,,Bad Blood (Remix),Taylor Swift,Kendrick Lamar,Bad Blood,200106.0,False,0.51,0.3,0.32,0.97,0.77,0.81,172.27,11.0,1.0,B,major,B major
338,,Beautiful Ghosts,Taylor Swift,,Cats: Highlights From The Motion Picture Soundtrack,261053.0,False,0.43,0.33,0.24,0.94,0.75,0.8,143.55,9.0,1.0,A,major,A major
339,,Carolina,Taylor Swift,,Carolina (From The Motion Picture “Where The Crawdads Sing”),264438.0,False,0.42,0.27,0.41,0.97,0.79,0.71,123.05,11.0,1.0,B,major,B major
340,,Christmas Tree Farm,Taylor Swift,,Christmas Tree Farm,228026.0,False,0.46,0.35,0.24,0.94,0.74,0.8,136.0,11.0,1.0,B,major,B major
341,,Crazier,Taylor Swift,,Hannah Montana The Movie,191946.0,False,0.45,0.35,0.17,0.95,0.74,0.8,132.51,6.0,1.0,F#,major,F# major
342,,Eyes Open,Taylor Swift,,The Hunger Games: Songs From District 12 And Beyond,244586.0,False,0.44,0.32,0.29,0.95,0.76,0.8,136.0,7.0,1.0,G,major,G major
343,,Eyes Open (Taylor's Version),Taylor Swift,,The More Red (Taylor’s Version) Chapter,243264.0,False,0.43,0.35,0.28,0.94,0.76,0.8,136.0,9.0,1.0,A,major,A major
344,,I Don't Wanna Live Forever,ZAYN,Taylor Swift,Fifty Shades Darker (Original Motion Picture Soundtrack),245653.0,False,0.43,0.28,0.4,0.97,0.79,0.44,117.45,0.0,0.0,C,minor,C minor
345,,If This Was A Movie (Taylor's Version),Taylor Swift,,The More Fearless (Taylor’s Version) Chapter,237022.0,False,0.48,0.37,0.2,0.94,0.75,0.8,147.66,8.0,1.0,G#,major,G# major
346,,Lover (Remix),Taylor Swift,Shawn Mendes,Lover (Remix) [feat. Shawn Mendes],221306.0,False,0.41,0.34,0.22,0.96,0.76,0.77,109.96,7.0,1.0,G,major,G major
347,,Only The Young,Taylor Swift,,Only The Young (Featured in Miss Americana),157507.0,False,0.41,0.37,0.2,0.93,0.73,0.5,126.05,10.0,0.0,A#,minor,A# minor
348,,Ronan,Taylor Swift,,Ronan,265306.0,False,0.4,0.27,0.29,0.98,0.79,0.68,58.07,0.0,1.0,C,major,C major
349,,Safe & Sound,Taylor Swift,The Civil Wars,The Hunger Games: Songs From District 12 And Beyond,240066.0,False,0.49,0.28,0.35,0.98,0.78,0.68,143.55,11.0,1.0,B,major,B major
350,,Safe & Sound (Taylor's Version),Taylor Swift,"Joy Williams, John Paul White",The More Red (Taylor’s Version) Chapter,239668.0,False,0.48,0.29,0.36,0.97,0.77,0.7,143.55,11.0,1.0,B,major,B major
351,,September,Taylor Swift,,Spotify Singles,187823.0,False,0.43,0.34,0.23,0.96,0.76,0.45,107.67,6.0,0.0,F#,minor,F# minor
352,,Sweeter Than Fiction,Taylor Swift,,Sweeter Than Fiction,237640.0,False,0.49,0.34,0.29,0.96,0.77,0.5,136.0,1.0,0.0,C#,minor,C# minor
353,,Today Was A Fairytale,Taylor Swift,,Today Was A Fairytale,242480.0,False,0.48,0.36,0.19,0.95,0.75,0.81,156.61,7.0,1.0,G,major,G major
354,,Babe,Sugarland,Taylor Swift,Bigger,215106.0,False,0.49,0.33,0.24,0.95,0.75,0.51,172.27,11.0,0.0,B,minor,B minor
355,,Birch,Big Red Machine,Taylor Swift,How Long Do You Think It's Gonna Last?,330066.0,True,0.45,0.28,0.37,0.97,0.79,0.37,123.05,0.0,0.0,C,minor,C minor
356,,Both Of Us,B.o.B,Taylor Swift,Strange Clouds,216120.0,True,0.43,0.32,0.3,0.95,0.77,0.8,126.05,11.0,1.0,B,major,B major
357,,Gasoline (Remix),HAIM,Taylor Swift,Women In Music Pt. III,193373.0,False,0.48,0.31,0.3,0.96,0.76,0.79,129.2,11.0,1.0,B,major,B major
358,,Half Of My Heart,,,,,,,,,,,,,,,,,
359,,Highway Don't Care,Tim McGraw,"Taylor Swift, Keith Urban",Two Lanes Of Freedom,276880.0,False,0.41,0.35,0.2,0.96,0.74,0.8,156.61,2.0,1.0,D,major,D major
360,,Renegade,Big Red Machine,Taylor Swift,How Long Do You Think It's Gonna Last?,254466.0,True,0.4,0.3,0.31,0.97,0.78,0.71,84.72,2.0,1.0,D,major,D major
361,,The Alcott,The National,Taylor Swift,First Two Pages of Frankenstein,267773.0,False,0.42,0.3,0.33,0.97,0.77,0.75,136.0,0.0,1.0,C,major,C major
362,,The Joker And The Queen,Ed Sheeran,Taylor Swift,The Joker And The Queen (feat. Taylor Swift),185422.0,False,0.38,0.28,0.29,0.98,0.77,0.69,152.0,0.0,1.0,C,major,C major
363,,Three Sad Virgins,,,,,,,,,,,,,,,,,
364,,Two Is Better Than One,BOYS LIKE GIRLS,Taylor Swift,Love Drunk,242840.0,False,0.48,0.34,0.22,0.96,0.75,0.8,129.2,7.0,1.0,G,major,G major
365,,us.,Gracie Abrams,Taylor Swift,The Secret of Us,242666.0,True,0.46,0.36,0.22,0.95,0.74,0.8,136.0,7.0,1.0,G,major,G major
366,,"1 step forward, 3 steps back",Olivia Rodrigo,,SOUR,163586.0,True,0.5,0.27,0.35,0.98,0.79,0.69,172.27,2.0,1.0,D,major,D major
367,,Bein' With My Baby,Shea Fisher,,Shea,238640.0,False,,,,,,,,,,,,
368,,Best Days Of Your Life,Kellie Pickler,,Kellie Pickler (Deluxe Version),226800.0,False,0.48,0.37,0.19,0.95,0.75,0.8,129.2,9.0,1.0,A,major,A major
369,,Better Man,Little Big Town,,The Breaker,263120.0,False,0.5,0.35,0.21,0.95,0.74,0.5,143.55,0.0,0.0,C,minor,C minor
370,,deja vu,Olivia Rodrigo,,SOUR,215506.0,True,0.48,0.31,0.3,0.98,0.77,0.79,178.21,1.0,1.0,C#,major,C# major
371,,This Is Really Happening,Britni Hoover,,Country Strong,210533.0,False,,,,,,,,,,,,
372,,This Is What You Came For,Calvin Harris,Rihanna,This Is What You Came For,221900.0,False,0.47,0.32,0.31,0.95,0.77,0.79,123.05,0.0,1.0,C,major,C major
373,,TMZ,"""Weird Al"" Yankovic",,Alpocalypse,219727.0,False,0.45,0.39,0.13,0.94,0.74,0.5,147.66,3.0,0.0,D#,minor,D# minor
374,,You'll Always Find Your Way Back Home,Hannah Montana,,Hannah Montana The Movie,224186.0,False,0.46,0.38,0.17,0.93,0.75,0.51,152.0,10.0,0.0,A#,minor,A# minor
